#
#03808  Camborne Observations at 00Z 09 Oct 2017
#-----------------------------------------------------------------------------
#   PRES   HGHT   TEMP   DWPT   RELH   MIXR   DRCT   SKNT   THTA   THTE   THTV
#    hPa     m      C      C      %    g/kg    deg   knot     K      K      K 
#-----------------------------------------------------------------------------
   21.0  26081  -56.9  -89.7      1   0.01    315      5  652.0  652.0  652.0
   20.4  26264  -56.7  -89.7      1   0.01    312     13  658.1  658.2  658.1
   20.0  26390  -56.1  -90.1      1   0.01    310     18  663.7  663.8  663.7
   19.0  26719  -54.2  -89.0      1   0.01    315     14  679.5  679.6  679.5
   18.0  27067  -52.1  -87.9      1   0.01     25     10  696.5  696.6  696.5
   17.8  27138  -51.7  -87.7      1   0.01     12      8  700.1  700.2  700.1
   17.0  27437  -51.6  -87.7      1   0.01    320      2  709.7  709.8  709.7
   16.0  27832  -51.4  -87.7      1   0.01    210     10  722.6  722.7  722.6
   15.0  28251  -51.3  -87.7      1   0.01    240     15  736.6  736.7  736.6
   14.0  28700  -51.1  -87.7      1   0.01    270     14  751.8  752.0  751.8
   13.0  29182  -50.9  -87.7      1   0.01    255     11  768.6  768.7  768.6
   12.0  29702  -50.7  -87.7      1   0.02    290     17  787.0  787.2  787.0
   11.9  29756  -50.7  -87.7      1   0.02    290     18  789.0  789.2  789.0
   11.5  29980  -49.7  -87.7      0   0.02    290     22  800.3  800.5  800.3
   11.0  30274  -45.7  -85.4      0   0.02    290     28  825.0  825.3  825.0
   10.9  30334  -44.9  -84.9      0   0.03    289     28  830.1  830.5  830.1
   10.0  30910  -45.3  -85.3      0   0.03    280     24  849.3  849.7  849.4
    9.0  31611  -45.8  -85.4      0   0.03    295     22  873.2  873.6  873.2
    8.0  32394  -46.4  -85.5      0   0.03    320     24  900.7  901.2  900.8
    7.9  32478  -46.5  -85.5      0   0.03    317     23  903.7  904.2  903.7
    7.6  32736  -44.3  -84.3      0   0.04    308     22  922.6  923.2  922.7
    7.4  32914  -45.1  -85.1      0   0.04    302     21  926.5  927.0  926.5
    7.2  33098  -43.5  -83.5      0   0.05    296     19  940.3  941.0  940.3
    7.0  33287  -44.5  -84.5      0   0.05    290     18  943.8  944.4  943.8
